tf,edge_probability,beta,target
G260,0.13568522643594613,-0.4819309968384135,G1
G260,0.13568099666043165,-0.566944728548873,G90
G80,0.1356772002709663,0.09327123695053673,G94
G251,0.1356596056964571,0.5773843711356988,G56
G142,0.13562673247342336,0.19798112389738665,G95
G289,0.13558344478530113,0.21100653546030482,G6
G253,0.13557934013675021,0.31942125491611134,G66
G54,0.1355507985579143,0.1487834950387333,G94
G259,0.13552990290610387,0.4654545534204522,G90
G306,0.1355057951411794,0.20217084388390902,G94
G251,0.13548964151614273,-0.10180808882122232,G94
G242,0.1354785185058235,-0.5162137917966928,G90
G177,0.13547583038480765,-0.33343047121537406,G60
G185,0.13547465950845922,0.36807049410614673,G77
G171,0.135464584582851,0.41200826301877935,G97
G245,0.13544434739005376,-0.1062859790222696,G94
G220,0.1354217526604405,0.5749034632453676,G31
G22,0.13541654004505913,-0.19819881245965898,G13
G37,0.13541298856063338,0.5243109438142389,G99
G269,0.13540193260896827,0.19759398195472025,G95
G227,0.1353957788988802,0.09206587814198841,G94
G327,0.13538534987791268,0.1698658118905896,G94
G279,0.13538241107837476,-0.1367928772652383,G94
G229,0.1353760647534092,0.5588335404972423,G57
G278,0.13537484786645865,-0.34194860908587593,G77
G161,0.1353715961132714,0.6720888515524926,G26
G183,0.13533979390533898,0.6139377800751031,G84
G270,0.1353389814632596,0.6225169950953121,G5
G245,0.13533061217795467,0.237764707609974,G95
G294,0.13528821727385346,-0.1729885085389928,G95
G306,0.1352858070852048,0.17948366950092384,G66
G89,0.13528123378446044,0.3787887446331476,G6
G283,0.13527510893545494,-0.09928145443177175,G94
G269,0.1352517929268056,0.32086660388225363,G67
G121,0.13523554534251478,0.45492696976601454,G57
G278,0.13523153467341112,-0.48016632145565113,G97
G264,0.13522131243564767,0.17742875615950343,G94
G130,0.13521211775082947,0.20544905261099936,G95
G87,0.1351843465023245,0.0968149264730208,G94
G61,0.13518016277494782,-0.23381577128523398,G94
G302,0.13517634244790708,-0.5577096677121574,G73
G223,0.13516644728698984,-0.3130381885790603,G13
G96,0.13513084822650456,-0.3422310781705237,G13
G165,0.13511729550018864,0.2832982878334345,G1
G47,0.1351161659891501,0.2090934145124691,G95
G179,0.1350705872999083,-0.5746091594056851,G37
G157,0.13506721163324736,0.21654602029384568,G95
G39,0.1350653002797928,-0.20020064972774534,G95
G241,0.1350476019891625,-0.2525976316705383,G67
G71,0.13502384707769716,-0.3381463255568566,G67
G318,0.13499576340622527,0.49003613625095405,G41
G181,0.13495136915626324,0.18061331669417335,G67
G54,0.13494463654916344,0.15102052646243888,G66
G315,0.134942282131663,0.20842492841506519,G4
G214,0.1349200888087218,0.2178829608598783,G94
G219,0.13488456015852,0.06642373066992593,G94
G29,0.13487957978999263,0.6236277643382763,G96
G35,0.13485210855905921,0.24204445213234832,G95
G282,0.13482611012234416,-0.32919952870109087,G13
G332,0.13480886378412907,0.35553319079538426,G94
G312,0.13480855480806944,0.2634813545129858,G67
G127,0.13478725258283905,0.4672431897422159,G17
G262,0.13475589818243516,0.19643115135020245,G66
G203,0.13475168835717236,0.26347724492825175,G66
G129,0.13474643460925861,0.34430577846712773,G66
G228,0.1347325126920979,0.5294642540334992,G29
G41,0.1347157746144716,0.482955781879013,G79
G4,0.13471288086700667,-0.07539767051117457,G94
G62,0.1347064699577855,0.1106740561489028,G94
G282,0.13468363748874046,0.5303645970577694,G74
G263,0.13465086659850511,0.12598056814977937,G66
G325,0.1346492380834118,0.5780040464242496,G86
G222,0.13463243789021903,0.4629995102826645,G18
G21,0.13461713796118058,0.07593984547114567,G94
G168,0.13458904601553653,0.5537561734033363,G31
G137,0.13457803918746558,0.325627348252966,G66
G135,0.13456860178098046,0.3618917215196342,G1
G217,0.13456355306102644,0.17604874247027172,G4
G84,0.13454549914810016,-0.331342317663088,G67
G17,0.13453453897956,0.6143407661943256,G86
G77,0.13450873848874223,0.3735591508636495,G1
G68,0.13450401192103428,0.1830448484024729,G94
G62,0.13450021699320305,0.39199262854155487,G6
G280,0.13449819653243358,0.21108743726814883,G11
G132,0.13445489820741915,0.3326702978904948,G67
G229,0.13445476277466778,0.19920436266964922,G95
G134,0.13444831801975624,-0.1382309717400065,G94
G161,0.13444546340619093,-0.13014941711774955,G94
G325,0.13444104508243226,0.49689537547463214,G52
G215,0.1344264546689926,0.1545101899062987,G6
G229,0.13441079782462498,0.22572975415041968,G6
G227,0.1343917379067781,0.13473089415054135,G95
G128,0.13439006990365798,0.3209529563122514,G95
G142,0.13436409839859706,0.18161463048266804,G94
G293,0.1343587280059277,-0.3542235800935282,G13
G233,0.13435097235482782,-0.17459602406368038,G94
G106,0.13433210120016398,-0.07941318382973034,G94
G37,0.13432828849987685,-0.06614180286567378,G94
G90,0.1342885092409131,0.19712700377968007,G94
G100,0.13426521894764146,0.17514223880544855,G4
G194,0.13426316709365474,-0.21145262365231826,G13
G232,0.1342541939577609,-0.1777857799520336,G6
G65,0.13425364162955725,0.24424833175789853,G94
G305,0.1342530607133674,0.20737363788014013,G94
G246,0.1342370067295987,-0.20133560554387714,G4
G24,0.13423688376813545,0.26727787077655807,G95
G117,0.13423355796021935,0.23758221668987362,G66
G83,0.13422629148204088,-0.49476315654458985,G77
G130,0.13421225229537415,0.5384710044262366,G17
G111,0.1342010952137593,0.4722908626220061,G77
G43,0.13419866114243287,0.17412196496464588,G66
G318,0.1341885276691874,0.36455240621962165,G77
G166,0.1341881649569866,0.23207421476380652,G6
G87,0.13418050259603448,-0.4301018491889911,G54
G214,0.13417844432273152,0.1712645145506672,G95
G22,0.13416240923099557,0.1909286073679278,G94
G10,0.13415809107920534,0.32732148019990015,G94
G172,0.13414490315020777,0.19670330655078583,G94
G53,0.13414065401872896,-0.11752778273985462,G94
G218,0.1341280007740481,-0.13962526317357649,G94
G174,0.13410266872040533,0.23098302032193407,G11
G255,0.13409748862114795,-0.48387703674469745,G75
G211,0.13407696469668534,0.25235338688249415,G11
G113,0.1340557094703829,0.5643904867629991,G84
G3,0.13404623067308635,-0.24405074762211854,G67
G218,0.1340413316544157,-0.5628042717736081,G55
G87,0.13403410930697837,0.5330132992360476,G31
G177,0.1340205151546011,0.31198609480420353,G1
G189,0.13401230727288607,-0.2755351131827994,G13
G177,0.1340084942853675,0.09900612478741248,G66
G67,0.13399072925717873,0.14319197230137468,G66
G156,0.13398683136072503,0.09438332185138376,G66
G104,0.13396197865015166,-0.07624684150013088,G94
G257,0.1339609107183768,0.19090900721365978,G94
G47,0.1339598696810562,-0.17445966396978685,G94
G6,0.13395615457643625,0.13414496884658123,G94
G77,0.13395473267460256,0.1374844241588986,G66
G270,0.13393297157525735,0.40570450804489855,G75
G312,0.13393236982217274,0.1038630179402184,G66
G160,0.13392238082030966,0.1585921227988013,G66
G177,0.1338863941723131,0.6136523519961573,G37
G171,0.13388082819050454,0.4811022919335438,G54
G286,0.1338671014388605,0.387902674365749,G67
G260,0.13386654704421977,-0.5004345421450762,G24
G54,0.1338521924638244,0.30314222905761185,G67
G210,0.1338409852388651,0.199161657502835,G95
G262,0.13382986352940668,-0.3162153582420146,G94
G192,0.13382633617681394,0.20091624435152272,G94
G12,0.13381206544966143,-0.14027841306759053,G94
G176,0.13379962695861783,0.09452714207873347,G94
G125,0.13379894541048495,-0.21999825656695987,G13
G99,0.13377461243211083,0.12488237449322415,G66
G20,0.13373420155056667,-0.17910284479222105,G94
G29,0.13372892384849325,-0.3655429898151344,G13
G138,0.13371726287680022,0.5535968931091225,G17
G269,0.13369031140719248,0.26639598050700924,G4
G164,0.13367725073110848,0.30982367001837086,G66
G258,0.13367059228746148,-0.3403466764576477,G13
G236,0.13366897802569402,0.5500933155399522,G56
G265,0.13366172599418846,0.20576002666212767,G95
G282,0.13366071278471808,0.13041665921000098,G95
G46,0.13364932356139358,-0.1783148515009614,G94
G171,0.13364485675005314,0.10266900488567776,G66
G57,0.13363209295240752,0.2904731694256797,G6
G43,0.133607542553152,0.3369813497244644,G13
G216,0.13360655405262434,-0.268271852732029,G13
G38,0.1336033583355575,0.20750966018711867,G66
G236,0.13360171809034885,0.4174958777513412,G97
G59,0.13359777456231284,0.36844068932833735,G67
G171,0.13357746043148902,0.4155619816200776,G1
G278,0.13357637875280784,-0.27106087067966145,G67
G107,0.13357128576842522,-0.2894949356087293,G94
G299,0.13356808053263783,0.42188537836592743,G94
G182,0.13355955083006146,0.5392190293599854,G56
G92,0.13355510615254113,-0.37473182107221714,G12
G308,0.13354567031034234,0.4092979288858732,G67
G106,0.13353206393321249,0.5290565809199892,G37
G328,0.13352897399099578,-0.24663028407646798,G6
G86,0.13344551926645828,-0.42026194521974314,G1
G183,0.1334408263878822,-0.5002274692706861,G5
G99,0.1334325229530833,-0.34327013247228216,G94
G135,0.13342311298156237,0.41263386757599063,G4
G261,0.1334179432938508,0.20122577500384395,G95
G59,0.1334092815826009,0.27819905859021393,G6
G86,0.1333834245781327,0.6787524684157762,G29
G181,0.13337981374213279,0.35603132996377895,G4
G97,0.13337144546523194,0.44492291807438156,G99
G122,0.13335765572649128,0.17749154696544991,G95
G263,0.1333435660656853,0.5835731719653117,G37
G113,0.1333273351242986,-0.32048449918837835,G77
G155,0.1333164373828491,-0.23072149480140458,G94
G177,0.13331327461760936,0.3925576313324807,G67
G172,0.13327074193278965,0.7010440018432297,G87
G193,0.13326388532225583,0.5868780387038476,G93
G194,0.1332613223962644,0.1322883832564244,G94
G116,0.13324469133239897,0.21337584995118142,G6
G213,0.13323974107959624,0.5846242713814289,G83
G110,0.13323947210505882,0.08587049374220523,G94
G325,0.13322718668731523,-0.6001269024703995,G56
G23,0.13321056204284573,-0.3358636099581687,G77
G111,0.1332084816713928,0.1707919879737334,G94
G23,0.13319810683145097,0.4322140536214389,G19
G121,0.13319220752702154,0.16819661715030218,G95
G172,0.13317379571224397,-0.38440139279316005,G1
G291,0.13316866189164892,0.4885149415938858,G19
G33,0.13316121472290723,-0.2646605190646613,G94
G31,0.13314186554474447,0.5125887733812816,G94
G3,0.13312975298607543,0.6472038470391173,G58
G29,0.13312563620707502,-0.45515643821991186,G43
G178,0.1331185761116444,0.47014361813497113,G79
G218,0.1331043563221996,-0.4340828960246166,G80
G152,0.1331034952047576,0.33366990325798407,G94
G140,0.13310128134215493,-0.35546685055244126,G1
G199,0.13308248057606134,0.09491025772130866,G94
G303,0.13307554959377943,0.23174251116415653,G66
G27,0.13306403053248603,0.22386568428719597,G95
G302,0.1330465880511756,0.6436728363253981,G93
G89,0.1330429009177434,-0.15713343416252495,G95
G314,0.13303839999761094,0.25174853232686556,G95
G86,0.1330317465218726,0.5168858573655976,G74
G251,0.13303162596552298,-0.2827516739367094,G66
G165,0.13303104159619625,0.4412455385574882,G97
G308,0.1330146822281814,0.4783041093136087,G99
G228,0.1330079814508712,0.5357371856703037,G31
G94,0.13300366496547691,0.13414496884658036,G6
G13,0.132988122276903,0.2791232425483216,G77
G251,0.13297851156570847,0.31063117574267957,G13
G17,0.13296342397841,-0.13104420013073925,G6
G154,0.13295976510963217,-0.4395609148390986,G73
G242,0.13295068860104617,0.5336887903005894,G52
G111,0.13294103019271794,0.1831315401965989,G95
G8,0.1329348325293852,0.16807947422722874,G66
G249,0.13291480208583795,0.20025580003314244,G66
G275,0.13290989006895393,0.13413464729646385,G94
G300,0.1329001041011254,0.22727200326660532,G6
G101,0.13290009458652458,0.42189075423548833,G4
G17,0.13289703298714328,0.463794693298311,G55
G282,0.1328919886440487,-0.10470926907908122,G66
G244,0.132881290415224,-0.21298226785821375,G4
G245,0.1328701298034201,0.44070771282605337,G4
G285,0.13285271780203942,-0.2488294829195357,G94
G291,0.1327969780938277,-0.284624535581487,G67
G332,0.13279534351783998,-0.19445047810162575,G13
G17,0.13279207537487786,0.6567564356307626,G29
G116,0.13277885287549268,0.2827733892445486,G94
G92,0.13277190024875063,-0.20237431727799948,G4
G173,0.13276840211915336,-0.1568516976260586,G66
G283,0.1327403257964159,0.2047994811279444,G11
G140,0.13273281540216506,0.6062396194206945,G21
G55,0.1327300295861427,-0.5284202829202467,G90
G234,0.13272636547758457,0.15839019547657268,G95
G9,0.13272606514250695,0.284036609422557,G94
G331,0.13266337145434123,-0.2970099769989321,G67
G183,0.13264838580097957,0.5015458277324671,G31
G87,0.13262543337637892,0.6263775499516535,G3
G38,0.1325686343248747,0.2247492846702743,G95
G148,0.1325634942127357,0.18180544725330017,G66
G306,0.13255728639295544,0.2092985578165975,G6
G183,0.13255440843219557,-0.3701650502298384,G67
G298,0.13254725127740094,-0.4972235267654362,G75
G236,0.13253647144414038,0.2495620112301304,G67
G274,0.13253541447859227,0.5308880790783485,G96
G172,0.132527222412039,-0.4563076544394639,G24
G3,0.13252705421800776,0.42338623616730875,G19
G35,0.13250827354648637,0.13144526633337994,G66
G168,0.13249261370142115,0.5927748905096999,G72
G3,0.13248661512940949,-0.15380700627307295,G95
G191,0.13248258279128866,-0.0796946096037018,G66
G283,0.1324583313115524,-0.4911837797634166,G1
G305,0.13244730428513976,-0.38931340808753506,G1
G129,0.13244663884905988,0.4916058457524421,G33
G291,0.132430064780151,-0.565062612920301,G37
G331,0.1324164156288457,0.2092934687470565,G94
G120,0.1324087991984372,-0.2650597112114477,G4
G51,0.1324022120971739,0.2724357973148181,G6
G113,0.1324011309530015,-0.5391132962527588,G5
G35,0.13240091044908697,0.3312195625789541,G1
G72,0.13239801290078035,0.19379990100573213,G95
G243,0.13239479564092357,-0.24720244002292274,G4
G54,0.13238647970253697,0.37518676637793935,G1
G294,0.13237231886967146,0.08949642292934129,G6
G258,0.13237099559858356,0.30521496188220737,G94
G291,0.13236172109358232,0.1319133058155933,G94
G243,0.1323539096188561,-0.23205388232405924,G95
G169,0.13235230626779185,0.2739703362786613,G67
G114,0.13234149098999945,-0.1756558855770611,G66
G213,0.1323360921488717,-0.5233497047635954,G90
G200,0.13231969792293596,0.19841173598674058,G94
G315,0.13231122823400748,0.23629987969435018,G11
G135,0.13230850442062433,0.13090393531518693,G95
G201,0.13229812183712114,-0.13844096323262012,G95
G168,0.13229192001675436,0.5315671843313367,G84
G190,0.13228783251799467,0.5194966438235044,G38
G18,0.1322869383197245,0.34970914548208093,G1
G57,0.1322868902842803,0.22887575295704424,G11
G278,0.13227784528827743,-0.37989141262290993,G1
G72,0.13227575016175627,0.3062650177304656,G94
G97,0.13227251568502013,0.22067004767613732,G67
G35,0.13222949865446487,0.17854961732806313,G4
G208,0.13222918152962668,0.24656871993245558,G94
G119,0.13222613706869585,0.2641072931213137,G4
G102,0.13221428177704214,0.4938177947044554,G94
G3,0.13221291637128452,0.43345059615394604,G73
G212,0.132199194255891,0.14204359855252507,G6
G278,0.13219838657190708,-0.07772273966212045,G66
G202,0.1321822021687749,0.45924447074728475,G80
G217,0.13218061059256192,0.10761332974848836,G66
G260,0.13217031450844577,0.5393546473893184,G61
G284,0.132161622040075,-0.20182796845794326,G13
G176,0.1321570447620693,-0.0981382565836709,G66
G111,0.13214240113100154,0.524101229063943,G79
G184,0.13213425511567226,0.4638305989387533,G1
G322,0.13211040700705928,-0.13603912064755042,G66
G265,0.13210498345662697,-0.4700654082178446,G90
G224,0.1321016939994132,0.3856880296555474,G66
G260,0.13209780766173146,0.5446609862871576,G55
G275,0.1320776132523454,0.5066431340433101,G18
G172,0.1320582458357335,0.5612903185625702,G73
G314,0.13204975820280176,0.1888335459449895,G6
G228,0.1320413421487266,-0.40254721676406374,G75
G322,0.13203716042182476,0.10484542040270563,G6
G268,0.1320182224220337,-0.31022193902569245,G4
G74,0.13200682403085776,0.5451084546815999,G29
G103,0.13200518395686653,0.30779897786756877,G94
G25,0.13199529478015262,-0.2023264669927101,G66
G32,0.13199375386140338,0.2018693062183233,G95
G281,0.13198757835812283,0.1641264077073851,G94
G154,0.13198656227405997,-0.3897382361156699,G94
G68,0.13198483205117983,-0.265578914551242,G4
G117,0.13196817530088886,0.15120656262164378,G6
G220,0.13196421889933121,-0.341460698442795,G13
G236,0.13196229987917402,0.48067483738798233,G75
G331,0.13193926442322468,0.6023149955920846,G84
G113,0.13192455692531374,-0.556038622235805,G56
G286,0.13192227198409404,0.1753937082372231,G94
G191,0.1319190981752868,0.17566954601157106,G94
G205,0.13191161977074153,-0.4256109074168036,G4
G258,0.1319038868159299,0.4780121202150394,G96
G75,0.13188211729001825,-0.1107881331254062,G94
G46,0.13184377625360275,0.40382794329888017,G67
G5,0.13183785006012286,0.5228934849486477,G100
G272,0.13181127374625093,0.2615541139896497,G67
G87,0.13180418746965164,0.6041318520627392,G55
G235,0.13178941681616538,0.447202130793385,G85
G295,0.13178286286423538,-0.22328542968690296,G66
G37,0.13177842886149885,0.04934559138456809,G66
G140,0.13177486844187222,-0.21906372349587883,G13
G283,0.13175614208744268,0.5728414149007559,G86
G96,0.13174268050599014,0.4864307937185584,G74
G291,0.13173861082325408,-0.6347639845343148,G56
G105,0.1317375639478726,-0.30215129233108307,G95
G104,0.13171799997010789,0.14935045864787802,G11
G228,0.13169159549966594,0.48609177235217255,G73
G170,0.13168905352530236,0.174673393322082,G95
G213,0.13167679124040887,0.15972762113579778,G95
G93,0.13164183850128308,0.2679812693732416,G95
G105,0.13163472551317953,-0.4948279627732686,G80
G31,0.13162999942465872,0.2391109238076406,G6
G162,0.13160874289954233,0.1519370688127921,G66
G91,0.131592888327452,0.10243934233024297,G95
G330,0.13159063859610254,0.14082455232509897,G95
G101,0.13157973903802192,0.18937483839060815,G66
G295,0.13157726221028457,0.5353583676699009,G17
G273,0.13157549586832226,0.499388172312989,G56
G321,0.13157219333387024,0.0873275319426442,G66
G304,0.1315668096164434,0.14502523031662906,G6
G9,0.13155995438070942,0.4991503725185567,G1
G169,0.1315463846869998,-0.27748007036429745,G94
G163,0.13152841715121225,0.15759038102255674,G6
G241,0.1315281201027614,0.5015984581230601,G89
G165,0.13147124935683607,-0.5835782840507452,G87
G37,0.13146216626062848,0.27582049378227225,G67
G165,0.1314522410080378,0.5020079766967885,G46
G104,0.1314319079420089,0.06339714418190578,G66
G318,0.13141607379171702,0.4560920130236814,G75
G55,0.13141426766230466,-0.3434586107164656,G77
G118,0.13139837938157078,0.1401683716144402,G66
G153,0.13138740760847756,0.3259815492434673,G6
G184,0.13138716610435092,0.1760022082067481,G4
G286,0.13137316209819316,0.5310900117961469,G90
G285,0.13136680662839928,-0.21199190755724545,G66
G229,0.13135578576722423,0.46824202265314446,G94
G145,0.13135242492430532,-0.2739853372130868,G66
G22,0.13135010646022732,0.19585903163063528,G95
G96,0.1313486363908425,0.1339469350885108,G95
G57,0.1313427453933036,0.569988196958133,G82
G178,0.13133811917200638,0.24848426165682125,G66
G17,0.13133710358398024,-0.08707534833025697,G66
G199,0.13133604504012936,-0.20321555094652666,G13
G250,0.13132338761343484,-0.1886069869363372,G67
G20,0.13130973164441234,0.1424707259813858,G66
G130,0.13130972718740028,0.4876989526477644,G80
G18,0.1313084032265808,0.29222053452506197,G67
G287,0.13129539206865468,0.16232569573454556,G4
G231,0.13129511753596532,0.29492699076393697,G67
G106,0.13129059390100023,0.47813601794020855,G99
G258,0.1312854777343048,0.5464648803171679,G80
G83,0.13127181449093872,-0.29827876611683507,G1
G116,0.13126371524759695,-0.32992284005149936,G4
G298,0.13126295594826945,0.5414810034938924,G72
G130,0.1312559047310965,0.6324816350492174,G26
G168,0.1312533663419271,0.3415033963086677,G94
G91,0.13125311372351348,-0.09122993623657363,G66
G315,0.13123727762023657,0.23953807394489418,G67
G185,0.13122792566575486,0.5238354949635692,G9
G236,0.13122631825475906,-0.4642807344982472,G80
G281,0.13122318579676626,0.557345124551308,G31
G86,0.131194350977609,-0.04103728205083621,G66
G331,0.13119337421857105,-0.48027330694695364,G90
G260,0.13118064211708333,0.5863636123169605,G83
G102,0.13116884816431654,0.5151048072387721,G57
G201,0.1311560892101401,0.3258403033169392,G66
G174,0.13114247428687717,0.14380576825467004,G6
G122,0.13114163012609775,-0.046815660728604526,G66
G171,0.13113982643244593,0.20645419841081314,G95
G25,0.13113920824247682,-0.14207900327405762,G94
G145,0.13113041404928877,-0.0969104843314062,G6
G131,0.1311272424806634,0.15140251078072797,G66
G85,0.1311200781550721,0.48345080934501206,G19
G198,0.13110311936162403,0.1301361263051086,G6
G323,0.13109890519130316,0.06669101590124805,G66
G223,0.13107678613632012,-0.20949960235863374,G67
G265,0.13106474614836433,0.17270141499382316,G6
G41,0.131050964314201,0.19256600005554966,G95
G153,0.13104067343961648,-0.06896945126988553,G66
G56,0.1310394539945895,-0.5538056321759226,G55
G284,0.13102441930585665,0.1707462252692723,G95
G228,0.13101786016314745,-0.3171852709121436,G67
G221,0.13100801108119745,0.17700807297554927,G4
G92,0.13100709849395067,0.22879135068575895,G66
G214,0.1309752150701965,-0.055894193575819956,G66
G125,0.1309736921474328,0.5233252893643157,G57
G9,0.1309708835711771,0.09471555894400452,G6
G132,0.13096747001758302,0.16617036458672532,G95
G29,0.1309612902019991,0.4262046286079854,G57
G231,0.13095877379522025,0.5714479239360981,G100
G286,0.130926219223926,0.5239198339444355,G1
G40,0.13089620073479863,0.14483061801291133,G66
G112,0.1308930171382389,-0.40370764472276066,G1
G74,0.13088378401406764,-0.0917100839174518,G6
G210,0.13087992175335872,0.15039183605111117,G11
G326,0.13087914192101044,0.1457709568648695,G95
G268,0.13087503192478828,0.27903237381457396,G66
G87,0.13084817041292002,-0.17363375119409377,G95
G187,0.13083923062386082,-0.08591905952889317,G66
G134,0.13083210940608409,-0.18693424963430408,G6
G69,0.13082516161412389,-0.1217700489303961,G4
G236,0.13081180915571583,0.4442962058411084,G43
G87,0.13080273161820494,0.48922485318330056,G80
G78,0.13080244953660966,0.15746956384005684,G6
G212,0.13080047743315038,0.462530615331355,G3
G242,0.13079993205538046,-0.05292146535776372,G66
G223,0.13079437016019793,-0.3056911829303458,G1
G147,0.13079379199702623,0.13021225955876845,G95
G179,0.1307899494299227,0.6494791328709142,G87
G182,0.13078076563405247,0.39928468665810996,G1
G318,0.1307738126552965,-0.4803721452826587,G73
G312,0.13077164071207265,0.12918612138569446,G95
G108,0.13077003796542713,0.137006410333684,G66
G43,0.13076958346167755,0.10612103649028787,G6
G292,0.1307600814095461,0.041796408804752105,G66
G208,0.13075845310911835,0.2635714202044464,G60
G292,0.1307577751316905,0.24386761181640687,G67
G250,0.13075737239934454,0.36635560590103333,G6
G190,0.13075487135994046,0.13039392941777272,G95
G119,0.13073616437231,0.0849544196823069,G66
G163,0.1307268501267829,0.5490809166611661,G79
G125,0.13071922849575382,0.1409065835332439,G94
G207,0.1307161592869999,0.2463530256600955,G60
G83,0.13071512164226015,-0.036133963023443995,G66
G23,0.13071038334775645,0.48280878623695417,G89
G167,0.13070564336687304,-0.16212488515108903,G94
G245,0.13069551470870147,0.24899541018530252,G11
G1,0.13069306264331773,0.3735591508636394,G77
G305,0.13068735434982914,0.5500935609562876,G84
G106,0.1306822716152962,0.4475249172106668,G43
G37,0.13067122431692135,-0.25981342220152587,G60
G310,0.13066238372599914,-0.16869777197170538,G95
G330,0.1306596061924957,0.25628116185132227,G66
G279,0.13061777051319964,0.04867485549365923,G66
G48,0.13060063694305782,0.12170183381183997,G66
G71,0.13059964009022618,0.14106160924570557,G6
G78,0.13059963573129232,0.23943413810274275,G13
G77,0.13059893858235613,0.1096721333552589,G6
G108,0.13059195969648432,0.08704333261284801,G6
G10,0.13058220141234622,-0.14004971969456403,G95
G91,0.13057799782460247,0.13606051642186154,G6
G77,0.1305691662112503,0.22133479769716283,G67
G247,0.13056898551821933,-0.287787407023252,G67
G228,0.13056588156860455,0.4274923385404351,G96
G271,0.1305598441467202,0.031506382203853336,G66
G220,0.13055976156367197,0.20205416717903782,G6
G83,0.1305511195648017,0.4183769523069957,G55
G302,0.13053798695367327,0.4659367145717529,G41
G250,0.13052016686031603,0.5634150869564029,G89
G58,0.13050953868085222,-0.5254774633765714,G75
G165,0.13050696506559822,-0.26895004134446016,G94
G55,0.13049444311870012,-0.46023700578830307,G24
G249,0.1304912591243183,0.2529725002372234,G1
G180,0.13048432086947134,0.11241312397296378,G6
G166,0.1304775254165326,0.20646726208909788,G66
G325,0.13047719568653404,-0.02668081827507227,G66
G246,0.13047643019122593,-0.21850533580090267,G95
G56,0.13047466855102482,-0.5811559805380436,G87
G309,0.1304511278533548,0.2250517171053384,G66
G171,0.13044761647415595,0.43156005905248285,G18
G260,0.13043717501831545,0.47694292235611196,G52
G274,0.1304347178145018,-0.6021214631119329,G37
G85,0.1304278028547249,0.5041450568984621,G89
G5,0.1304166065973151,0.3685522932923455,G77
G302,0.13041595253071153,-0.6531388601895097,G87
G75,0.1304149978105402,-0.5739540749100208,G55
G202,0.1304095713786085,0.2294616299682635,G11
G41,0.13040642769331798,0.1753752982296166,G6
G316,0.13039947729696186,-0.23731765925168646,G4
G87,0.13039872568478716,0.4615542028370704,G52
G111,0.13039864041417765,0.17320950411907216,G6
G325,0.13039587961975188,-0.30354152515162747,G67
G276,0.13039031105575105,-0.20948561318829217,G95
G232,0.13038642096775205,-0.18279246423614667,G66
G148,0.13038555097233656,0.09256739967530926,G6
G40,0.13037965421393127,0.09069494627757631,G95
G202,0.13037196234263698,0.22646873155517536,G95
G162,0.1303511477419954,0.15387131542162844,G6
G128,0.13034948952002517,0.1372386388639229,G4
G140,0.13033197180785128,-0.05659846622315195,G66
G3,0.130328361751076,0.2139987877329031,G6
G7,0.13032107411504232,-0.17369579536810997,G95
G274,0.1303183988324585,0.5011879065992609,G74
G107,0.1303058859830784,-0.6037724421945883,G5
G207,0.13030477318586964,-0.06453815409123857,G66
G305,0.13029351759135352,0.47416460695770735,G66
G204,0.13028648782786936,0.1670973526214733,G6
G181,0.13025336065742263,0.5196815360333296,G48
G238,0.13025177377021024,-0.3988985903657555,G80
G60,0.13025173797894302,-0.10123425314309117,G66
G153,0.1302496713984914,-0.31102795651104953,G4
G52,0.13024677993751307,-0.5083369735654871,G24
G97,0.13023246382278658,0.3624302457591316,G8
G21,0.13023150873554457,-0.10291584383787679,G66
G43,0.13022918715555956,0.27841047244002454,G1
G44,0.13022701209059429,0.4319923104909422,G66
G74,0.13022643160118957,-0.2868222108349636,G67
G221,0.13021693010706725,0.14613971464661496,G95
G210,0.13021179673365574,-0.10573597986844158,G6
G94,0.13020305924782535,0.16132406991377193,G66
G97,0.130201545302501,0.3773831346215216,G77
G321,0.130199332988202,-0.44611196268970144,G65
G45,0.1301984511157136,0.3246670475356679,G95
G317,0.1301762642869163,0.27001521247121346,G67
G52,0.13017439306905446,-0.036248530196247845,G66
G75,0.13016979592539468,0.4379310977599991,G24
G31,0.1301658962667906,0.5374754647213978,G19
G247,0.13016369120981236,-0.05677301024826041,G66
G9,0.13016007271221694,0.26220842649350085,G67
G223,0.13015691741284593,0.4068493136156072,G80
G19,0.1301538471206629,-0.09286263016258622,G95
G13,0.13014634224596341,-0.42292354179617664,G73
G155,0.1301460602514177,0.10849676480948914,G66
G321,0.1301453686567591,-0.2993081006844389,G94
G216,0.13013360773475724,0.20794458064216467,G95
G26,0.1301092623970718,-0.01908577502459238,G66
G331,0.13010658186504065,0.45876558189296907,G19
G129,0.13008996273266074,0.12132179167803153,G95
G261,0.1300834403373197,-0.06327128799351261,G66
G245,0.13008178472914017,-0.026531841481192454,G66
G327,0.13007009224228008,0.15576389120065823,G66
G263,0.1300511794650958,0.4675889249491764,G99
G163,0.13004966605666413,0.1275813695977083,G95
G250,0.13003281032268948,0.23884008655852332,G94
G121,0.13003026652773048,0.5277960212751159,G80
G235,0.13001602723261255,-0.28644261512183566,G67
G46,0.13000915022123818,0.031684124999506014,G66
G331,0.13000881905360528,-0.14378208523748404,G95
G55,0.13000848018105507,0.14000696258095896,G95
G156,0.12999912801323163,0.5466171766569019,G100
